 word: 0 	score: 7.04057164017
 word: 0 	score: 6.39653065049
 word: 0 	score: 5.99540396557
 word: 0 	score: 5.82535468675
 word: 3 	score: 5.78379219151
 word: 0 	score: 5.56078146569
 word: 0 	score: 5.35966095147
 word: 4 	score: 5.21682598079
 word: 0 	score: 5.16477533888
 word: 3 	score: 5.01706260945
 word: ' 	score: 4.44005988425
 word: 0 	score: 4.38937431513
 word: 0 	score: 4.3218159062
 word: 1 	score: 4.30573941644
 word: 0 	score: 4.12499219081
 word: 0 	score: 4.07000447242
 word: 2 	score: 4.04465515444
 word: 4 	score: 3.95576346794
 word: 0 	score: 3.93096240634
 word: ' 	score: 3.83007118165
 word: 0 	score: 3.82994374204
 word: 1 	score: 3.78214094377
 word: 4 	score: 3.74675972662
 word: 0 	score: 3.73646873463
 word: 1 	score: 3.69159741089
 word: 1 	score: 3.67866400743
 word: 0 	score: 3.67074192427
 word: 0 	score: 3.61924600014
 word: 0 	score: 3.60162571154
 word: 0 	score: 3.58606486283
 word: 2 	score: 3.55396203791
 word: 0 	score: 3.548687649
 word: 0 	score: 3.42827264454
 word: 0 	score: 3.41929948757
 word: 0 	score: 3.31783147617
 word: 4 	score: 3.21497051243
 word: 3 	score: 3.14035263962
 word: 3 	score: 3.03279534816
 word: 0 	score: 3.03046560534
 word: 0 	score: 3.02419147349
 word: , 	score: 3.02228091441
 word: 0 	score: 3.02105753195
 word: 0 	score: 3.01997333774
 word: 0 	score: 2.97439107931
 word: 0 	score: 2.95837306836
 word: 0 	score: 2.89119598306
 word: 3 	score: 2.82450360125
 word: 0 	score: 2.71046968147
 word: , 	score: 2.68948318947
 word: 0 	score: 2.68774908079
 word: 0 	score: 2.66060570312
 word: 2 	score: 2.64073505255
 word: 0 	score: 2.62613753171
 word: 0 	score: 2.4815530424
 word: 0 	score: 2.43932735948
 word: 0 	score: 2.38384723045
 word: 0 	score: 2.37691412898
 word: 0 	score: 2.31878304053
 word: 0 	score: 2.29319355964
 word: 2 	score: 2.29225935828
 word: 0 	score: 2.24797386064
 word: 0 	score: 2.24671616813
 word: 3 	score: 2.2185053159
 word: 0 	score: 2.21470121722
 word: 2 	score: 2.21160561942
 word: 0 	score: 2.18789453233
 word: 0 	score: 2.13077000414
 word: 0 	score: 2.12760196367
 word: 2 	score: 2.09081572465
 word: 0 	score: 2.08655897463
 word: 0 	score: 2.05510620266
 word: 0 	score: 2.02045657752
 word: 0 	score: 2.00922278211
 word: , 	score: 1.99576986208
 word: 0 	score: 1.98936730929
 word: 0 	score: 1.97612808772
 word: ' 	score: 1.97370479382
 word: 0 	score: 1.97364639095
 word: ' 	score: 1.96684065559
 word: 2 	score: 1.93166924582
 word: 0 	score: 1.89723546592
 word: 0 	score: 1.80688369359
 word: , 	score: 1.71470845541
 word: 0 	score: 1.67918484819
 word: ' 	score: 1.65941129987
 word: 0 	score: 1.64637135928
 word: 0 	score: 1.60569846072
 word: 0 	score: 1.59775601804
 word: , 	score: 1.58672478735
 word: 0 	score: 1.53346135945
 word: 0 	score: 1.50502579638
 word: 0 	score: 1.44810761696
 word: 0 	score: 1.44282519344
 word: , 	score: 1.43927138948
 word: ( 	score: 1.39776081184
 word: 0 	score: 1.39577610241
 word: 0 	score: 1.34325888321
 word: 0 	score: 1.3193400398
 word: 0 	score: 1.31215035088
 word: 0 	score: 1.30934528036
 word: 0 	score: 1.30208167378
 word: 0 	score: 1.29523782493
 word: 0 	score: 1.28976806765
 word: , 	score: 1.27718035517
